ID_Funcionario,Departamento,Cargo,Nivel_Hierarquico,Estado,Genero,Etnia,Regime_Trabalho,Turno,Data_Admissao,Data_Desligamento,Motivo_Desligamento,Status,Salario_Bruto,Horas_Treinamento_Ano,Avaliacao_Desempenho,Dias_Falta_Ano,Beneficios
FUNC-0235,Tecnologia,Desenvolvedor Frontend Sr,Sênior,CE,Feminino,Branco,PJ,Home Office,2023-01-27,,,Ativo,15716.35,20,3.9,0,Stock Options|Vale Refeição|Home Office|Gympass|PLR
FUNC-0236,RH,Assistente de RH,Júnior,MG,Masculino,Pardo,CLT 44h,Híbrido,2019-12-11,,,Ativo,2141.46,19,3.9,2,Plano Odontológico|Gympass|Vale Refeição
FUNC-0237,Comercial,Assistente Comercial,Júnior,BA,Masculino,Branco,CLT 44h,Presencial,2024-03-03,,,Ativo,2415.09,26,2.6,0,Vale Refeição|Seguro de Vida|Stock Options
FUNC-0238,Operações,Operador de Produção,Júnior,RS,Feminino,Pardo,CLT 44h,Presencial,2024-11-20,,,Ativo,2550.51,8,3.6,5,PLR|Plano de Saúde|Gympass
FUNC-0239,Marketing,Assistente de Marketing,Júnior,GO,Masculino,Preto,PJ,Híbrido,2023-09-25,,,Ativo,2544.99,3,2.3,4,Vale Refeição|Auxílio Creche|Vale Transporte
FUNC-0240,Comercial,Analista Comercial Pl,Pleno,SC,Feminino,Pardo,CLT 44h,Presencial,2021-07-21,2023-07-27,Término de contrato,Desligado,3691.77,15,3.2,4,Plano de Saúde|Seguro de Vida|PLR|Vale Refeição
FUNC-0241,Marketing,Analista de Marketing Pl,Pleno,SP,Masculino,Branco,CLT 40h,Presencial,2023-06-03,,,Ativo,5266.7,15,3.7,0,Vale Transporte|Stock Options|Gympass|Home Office
FUNC-0242,Financeiro,Analista Financeiro Pl,Pleno,RS,Feminino,Branco,CLT 40h,Home Office,2019-10-17,,,Ativo,5865.21,23,2.8,1,PLR|Plano de Saúde|Stock Options|Vale Refeição
FUNC-0243,Tecnologia,Desenvolvedor Frontend Sr,Sênior,MG,Masculino,Preto,CLT 40h,Híbrido,2024-01-25,2024-12-07,Proposta externa,Desligado,15616.57,7,4.8,0,Home Office|Auxílio Creche|Plano Odontológico|Vale Refeição|Vale Transporte
FUNC-0244,Comercial,Analista Comercial Pl,Pleno,GO,Masculino,Preto,CLT 40h,Híbrido,2024-06-19,,,Ativo,4239.74,8,2.9,2,Home Office|Vale Transporte|Vale Refeição|PLR
FUNC-0245,Financeiro,Analista Financeiro Pl,Pleno,RS,Feminino,Branco,CLT 44h,Híbrido,2022-08-16,,,Ativo,7555.95,28,4.0,4,Plano Odontológico|Vale Refeição|PLR|Gympass
FUNC-0246,Marketing,Coordenador de Marketing,Especialista,RS,Feminino,Branco,CLT 40h,Noturno,2016-12-26,2022-06-18,Pedido do colaborador,Desligado,13314.7,17,4.5,2,Plano Odontológico|Vale Refeição|PLR|Plano de Saúde|Stock Options|Vale Transporte
FUNC-0247,Financeiro,Analista Financeiro Pl,Pleno,PE,Feminino,Amarelo,CLT 44h,Híbrido,2016-02-17,2022-02-12,Pedido do colaborador,Desligado,5946.98,11,2.0,2,Vale Transporte|Vale Refeição|Auxílio Creche|Gympass
FUNC-0248,RH,Analista de RH Sr,Sênior,BA,Feminino,Pardo,CLT 40h,Híbrido,2022-07-15,,,Ativo,10451.12,23,3.7,3,Vale Refeição|Plano de Saúde|Home Office|Vale Transporte|Auxílio Creche
FUNC-0249,Operações,Supervisor de Operações,Especialista,RS,Não Informado,Pardo,CLT 40h,Presencial,2016-07-22,2024-12-27,Pedido do colaborador,Desligado,7916.76,9,5.0,4,Gympass|Auxílio Creche|Plano de Saúde|Plano Odontológico|Stock Options|Seguro de Vida
FUNC-0250,Logística,Coordenador de Logística,Especialista,SP,Masculino,Branco,CLT 44h,Híbrido,2023-07-17,,,Ativo,7968.2,17,2.8,8,Auxílio Creche|Plano Odontológico|Vale Transporte|Vale Refeição|PLR|Seguro de Vida
FUNC-0251,Operações,Operador de Produção,Júnior,GO,Feminino,Branco,CLT 44h,Presencial,2022-04-09,,,Ativo,1664.27,14,3.2,2,Vale Transporte|Plano de Saúde|Home Office
FUNC-0252,Tecnologia,Tech Lead,Especialista,RS,Masculino,Pardo,PJ,Presencial,2023-09-11,2024-04-15,Pedido do colaborador,Desligado,17043.88,11,4.5,3,Stock Options|Seguro de Vida|Auxílio Creche|Vale Refeição|Vale Transporte|Plano de Saúde
FUNC-0253,Marketing,Analista de Marketing Pl,Pleno,SP,Feminino,Branco,CLT 44h,Noturno,2022-05-18,2023-11-28,Pedido do colaborador,Desligado,5454.54,44,2.6,0,PLR|Stock Options|Vale Transporte|Seguro de Vida
FUNC-0254,Comercial,Analista Comercial Pl,Pleno,GO,Masculino,Branco,CLT 40h,Presencial,2023-12-06,,,Ativo,3500.0,13,3.3,1,Gympass|PLR|Plano Odontológico|Plano de Saúde
FUNC-0255,Comercial,Assistente Comercial,Júnior,PR,Masculino,Branco,CLT 44h,Presencial,2024-08-19,,,Ativo,2695.17,12,3.4,0,Vale Transporte|Stock Options|Vale Refeição
FUNC-0256,Tecnologia,Desenvolvedor Backend Jr,Júnior,MG,Feminino,Pardo,CLT 40h,Presencial,2021-11-25,,,Ativo,3959.7,32,3.3,0,PLR|Auxílio Creche|Plano de Saúde
FUNC-0257,Financeiro,Analista Financeiro Sr,Sênior,SP,Feminino,Branco,CLT 40h,Presencial,2024-01-27,,,Ativo,12362.78,21,4.1,0,Auxílio Creche|Vale Refeição|Plano Odontológico|Stock Options|PLR
FUNC-0258,Tecnologia,Desenvolvedor Frontend Pl,Pleno,MG,Feminino,Branco,CLT 44h,Presencial,2017-01-02,2024-07-25,Pedido do colaborador,Desligado,6204.83,23,3.8,4,Gympass|Vale Refeição|Auxílio Creche|PLR
FUNC-0259,Logística,Gerente de Logística,Gestão,RJ,Feminino,Branco,CLT 40h,Híbrido,2020-09-12,2023-11-17,Desligamento sem justa causa,Desligado,12094.95,13,5.0,3,Vale Refeição|Plano Odontológico|Stock Options|Vale Transporte|Home Office|Plano de Saúde|PLR
FUNC-0260,Operações,Técnico de Operações Pl,Pleno,SC,Masculino,Pardo,CLT 44h,Presencial,2024-03-01,,,Ativo,3637.09,21,2.6,1,Stock Options|Home Office|Vale Transporte|Plano Odontológico
FUNC-0261,Tecnologia,Desenvolvedor Frontend Jr,Júnior,SP,Masculino,Pardo,CLT 44h,Home Office,2017-01-12,2024-06-15,Pedido do colaborador,Ativo,5775.39,22,3.2,0,Home Office|Plano Odontológico|PLR
FUNC-0262,Tecnologia,Tech Lead,Especialista,MG,Masculino,Branco,CLT 40h,Noturno,2024-03-03,,,Ativo,22892.87,17,4.5,0,Plano de Saúde|Vale Transporte|Home Office|Seguro de Vida|Auxílio Creche|Vale Refeição
FUNC-0263,Comercial,Consultor de Vendas Sr,Sênior,RJ,Masculino,Não Informado,PJ,Híbrido,2021-02-01,,,Ativo,6881.56,48,4.3,0,Vale Refeição|Stock Options|Plano Odontológico|PLR|Home Office
FUNC-0264,Operações,Operador de Produção,Júnior,RJ,Masculino,Amarelo,CLT 44h,Home Office,2019-01-28,2021-05-11,Desligamento sem justa causa,Desligado,2567.24,11,2.0,1,Vale Transporte|Home Office|Plano Odontológico
FUNC-0265,Jurídico,Advogado Jr,Júnior,CE,Feminino,Branco,PJ,Presencial,2019-02-03,,,Ativo,5492.3,29,3.2,5,Home Office|Seguro de Vida|Auxílio Creche
FUNC-0266,Operações,Operador de Produção,Júnior,GO,Masculino,Pardo,CLT 44h,Presencial,2019-10-09,2024-04-02,Pedido do colaborador,Desligado,2346.24,30,3.1,0,Vale Refeição|Seguro de Vida|Plano de Saúde
FUNC-0267,Comercial,Coordenador Comercial,Especialista,SP,Feminino,Pardo,CLT 44h,Noturno,2021-07-13,2023-02-15,Pedido do colaborador,Desligado,12728.96,19,3.9,0,Plano de Saúde|Seguro de Vida|Vale Refeição|Vale Transporte|PLR|Plano Odontológico
FUNC-0268,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RJ,Masculino,Amarelo,CLT 44h,Híbrido,2022-11-24,2024-04-14,Pedido do colaborador,Desligado,8961.1,16,4.1,17,Vale Refeição|Gympass|Vale Transporte|Plano de Saúde
FUNC-0269,Marketing,Assistente de Marketing,Júnior,SP,Masculino,Branco,CLT 40h,Híbrido,2019-08-23,,,Ativo,2881.26,17,3.5,2,Seguro de Vida|Stock Options|Plano Odontológico
FUNC-0270,Financeiro,Analista Financeiro Sr,Sênior,SP,Masculino,Preto,PJ,Híbrido,2024-08-14,,,Ativo,,9,4.1,10,Vale Transporte|Vale Refeição|Home Office|Auxílio Creche|Seguro de Vida
FUNC-0271,Comercial,Gerente Comercial,Gestão,RJ,Masculino,Pardo,CLT 40h,Noturno,2024-11-15,,,Ativo,18637.03,35,4.2,2,Plano Odontológico|Stock Options|PLR|Auxílio Creche|Vale Transporte|Seguro de Vida|Plano de Saúde
FUNC-0272,Operações,Técnico de Operações Pl,Pleno,RS,Feminino,Branco,CLT 44h,Home Office,2018-03-09,2024-02-24,Pedido do colaborador,Desligado,3174.94,27,3.1,5,Vale Transporte|Home Office|Stock Options|Plano de Saúde
FUNC-0273,RH,Analista de RH Pl,Pleno,PR,Masculino,Branco,CLT 40h,Presencial,2021-01-22,,,Ativo,4484.46,7,3.3,0,Stock Options|Plano Odontológico|Auxílio Creche|Seguro de Vida
FUNC-0274,RH,HRBP Sr,Sênior,RJ,Feminino,Pardo,CLT 44h,Híbrido,2017-01-15,,,Ativo,13157.63,20,,0,Plano Odontológico|Vale Refeição|PLR|Seguro de Vida|Gympass
FUNC-0275,Comercial,Assistente Comercial,Júnior,SP,Masculino,Pardo,CLT 44h,Presencial,2015-03-09,,,Ativo,2220.2,26,,6,Vale Transporte|Plano Odontológico|Plano de Saúde
FUNC-0276,Financeiro,Assistente Financeiro,Júnior,RJ,Masculino,Pardo,CLT 44h,Presencial,2024-04-03,,,Ativo,2383.0,20,2.8,4,Vale Refeição|Gympass|Plano de Saúde
FUNC-0277,Marketing,Designer Sr,Sênior,RJ,Masculino,Branco,CLT 40h,Presencial,2024-07-02,,,Ativo,8565.73,14,4.1,2,Gympass|Vale Transporte|Home Office|Vale Refeição|PLR
FUNC-0278,RH,Assistente de RH,Júnior,PR,Feminino,Preto,CLT 44h,Presencial,2018-01-22,,,Ativo,2429.7,19,2.7,2,Auxílio Creche|Plano Odontológico|Vale Transporte
FUNC-0279,Marketing,Analista de Marketing Pl,Pleno,PR,Masculino,Pardo,CLT 40h,Híbrido,2019-01-08,,,Ativo,4622.79,26,3.6,2,Auxílio Creche|Plano Odontológico|Plano de Saúde|Vale Transporte
FUNC-0280,Logística,Gerente de Logística,Gestão,GO,Masculino,Branco,CLT 44h,Híbrido,2021-04-23,,,Ativo,19343.81,15,4.6,0,Gympass|PLR|Seguro de Vida|Auxílio Creche|Home Office|Plano de Saúde|Vale Refeição
FUNC-0281,Marketing,Analista de Marketing Pl,Pleno,SP,Masculino,Branco,CLT 44h,Home Office,2017-08-08,,,Ativo,5689.83,18,3.6,4,Seguro de Vida|Home Office|Gympass|PLR
FUNC-0282,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RS,Masculino,Branco,CLT 44h,Híbrido,2023-07-15,,,Ativo,9736.74,29,3.8,4,Seguro de Vida|Stock Options|Home Office|PLR
FUNC-0283,Logística,Gerente de Logística,Gestão,RS,Masculino,Pardo,CLT 40h,Híbrido,2022-03-02,,,Ativo,19206.58,18,4.8,0,Vale Refeição|Gympass|Vale Transporte|PLR|Seguro de Vida|Plano de Saúde|Plano Odontológico
FUNC-0284,RH,Assistente de RH,Júnior,PR,Feminino,Pardo,CLT 44h,Híbrido,2015-11-22,2017-05-01,Desligamento por justa causa,Desligado,1840.57,11,2.9,2,Auxílio Creche|PLR|Plano de Saúde
FUNC-0285,Comercial,Analista Comercial Pl,Pleno,BA,Feminino,Branco,CLT 44h,Presencial,2024-06-18,2024-10-19,Término de contrato,Desligado,4715.21,16,4.4,12,Plano de Saúde|Gympass|Home Office|Plano Odontológico
FUNC-0286,Operações,Supervisor de Operações,Especialista,SP,Masculino,Não Informado,CLT 40h,Home Office,2016-10-11,,,Ativo,8496.3,6,3.6,7,Plano de Saúde|Seguro de Vida|Stock Options|Vale Transporte|Home Office|Auxílio Creche
FUNC-0287,Operações,Supervisor de Operações,Especialista,SP,Masculino,Branco,CLT 40h,Híbrido,2019-10-09,,,Ativo,7355.11,8,5.0,2,Gympass|Seguro de Vida|Auxílio Creche|Plano de Saúde|Home Office|PLR
FUNC-0288,Financeiro,Analista Financeiro Pl,Pleno,PE,Masculino,Pardo,CLT 44h,Híbrido,2023-09-19,,,Ativo,5276.96,47,2.6,0,Vale Refeição|Plano de Saúde|Stock Options|PLR
FUNC-0289,Comercial,Analista Comercial Pl,Pleno,RJ,Masculino,Branco,CLT 40h,Híbrido,2018-09-22,,,Ativo,5807.22,10,2.8,4,Plano de Saúde|Stock Options|Vale Refeição|PLR
FUNC-0290,Jurídico,Advogado Pl,Pleno,RJ,Masculino,Preto,CLT 44h,Presencial,2023-11-07,,,Ativo,7954.11,20,4.5,5,Vale Transporte|Seguro de Vida|Vale Refeição|PLR
FUNC-0291,Tecnologia,Desenvolvedor Backend Sr,Sênior,RS,Masculino,Branco,PJ,Híbrido,2024-08-10,,,Ativo,17667.64,12,4.3,0,Home Office|Seguro de Vida|Stock Options|Auxílio Creche|Plano de Saúde
FUNC-0292,Operações,Técnico de Operações Pl,Pleno,GO,Feminino,Não Informado,CLT 40h,Híbrido,2024-01-15,,,Ativo,3000.0,20,3.4,2,Plano Odontológico|Auxílio Creche|Seguro de Vida|Gympass
FUNC-0293,Comercial,Gerente Comercial,Gestão,PR,Masculino,Amarelo,CLT 44h,Híbrido,2015-07-14,2017-03-31,Pedido do colaborador,Desligado,,64,4.7,3,Seguro de Vida|Vale Transporte|Plano Odontológico|PLR|Auxílio Creche|Gympass|Vale Refeição
FUNC-0294,Comercial,Gerente Comercial,Gestão,CE,Masculino,Branco,CLT 44h,Home Office,2023-11-07,,,Ativo,17562.99,12,4.5,4,Plano de Saúde|Home Office|Vale Refeição|Seguro de Vida|Vale Transporte|Gympass|Plano Odontológico
FUNC-0295,Logística,Analista de Logística Pl,Pleno,BA,Masculino,Amarelo,CLT 44h,Híbrido,2021-09-28,2024-06-15,Pedido do colaborador,Ativo,5350.78,19,3.7,2,Plano Odontológico|Stock Options|Home Office|Vale Transporte
FUNC-0296,RH,Assistente de RH,Júnior,RS,Feminino,Branco,CLT 44h,Presencial,2022-03-09,2023-01-14,Desligamento sem justa causa,Desligado,2764.61,16,3.3,1,Vale Refeição|Seguro de Vida|Plano de Saúde
FUNC-0297,Operações,Operador de Produção,Júnior,SP,Feminino,Branco,CLT 44h,Híbrido,2022-11-07,,,Ativo,3000.0,30,3.1,5,Plano Odontológico|Gympass|PLR
FUNC-0298,Logística,Assistente de Logística,Júnior,PE,Masculino,Branco,CLT 44h,Presencial,2016-10-22,,,Ativo,2642.22,16,2.9,2,Plano Odontológico|Stock Options|Seguro de Vida
FUNC-0299,Financeiro,Analista Financeiro Sr,Sênior,CE,Masculino,Preto,CLT 40h,Presencial,2020-06-10,2021-11-29,Desligamento sem justa causa,Desligado,8864.7,9,4.3,12,PLR|Home Office|Stock Options|Auxílio Creche|Gympass
FUNC-0300,Financeiro,Gerente Financeiro,Gestão,RJ,Masculino,Pardo,CLT 40h,Home Office,2017-02-03,2021-08-21,Término de contrato,Desligado,22219.86,29,4.7,1,PLR|Seguro de Vida|Stock Options|Home Office|Auxílio Creche|Plano Odontológico|Vale Transporte
FUNC-0301,Financeiro,Coordenador Financeiro,Especialista,MG,Masculino,Preto,CLT 40h,Híbrido,2021-07-23,,,Ativo,12962.99,13,3.5,2,Vale Refeição|Plano de Saúde|Seguro de Vida|Home Office|Plano Odontológico|Stock Options
FUNC-0302,RH,Analista de RH Sr,Sênior,RJ,Feminino,Pardo,PJ,Híbrido,2020-02-04,2024-10-29,Término de contrato,Desligado,8262.11,16,4.2,0,Home Office|Auxílio Creche|Gympass|Plano de Saúde|Stock Options
FUNC-0303,Jurídico,Advogado Jr,Júnior,MG,Feminino,Pardo,CLT 44h,Híbrido,2021-04-13,,,Ativo,5220.47,16,2.1,4,Vale Transporte|Seguro de Vida|Vale Refeição
FUNC-0304,Comercial,Analista Comercial Pl,Pleno,SC,Masculino,Pardo,CLT 44h,Presencial,2015-02-02,,,Ativo,4342.7,17,3.0,3,Plano Odontológico|Vale Refeição|PLR|Plano de Saúde
FUNC-0305,Tecnologia,Tech Lead,Especialista,GO,Masculino,Branco,PJ,Híbrido,2021-12-25,,,Ativo,18322.86,41,3.6,0,PLR|Auxílio Creche|Vale Transporte|Seguro de Vida|Stock Options|Home Office
FUNC-0306,RH,Gerente de RH,Gestão,SP,Masculino,Branco,CLT 40h,Híbrido,2015-09-21,2021-02-28,Pedido do colaborador,Desligado,24125.69,31,4.3,6,Plano Odontológico|Seguro de Vida|Vale Transporte|PLR|Auxílio Creche|Plano de Saúde|Stock Options
FUNC-0307,Financeiro,Analista Financeiro Pl,Pleno,MG,Masculino,Pardo,CLT 44h,Híbrido,2024-02-05,,,Ativo,7242.01,52,2.9,1,Vale Refeição|Home Office|Auxílio Creche|Plano Odontológico
FUNC-0308,Financeiro,Assistente Financeiro,Júnior,RS,Feminino,Pardo,CLT 44h,Presencial,2017-01-26,,,Ativo,2904.23,43,2.6,1,PLR|Plano de Saúde|Vale Refeição
FUNC-0309,RH,Gerente de RH,Gestão,PR,Feminino,Preto,CLT 44h,Noturno,2020-09-07,,,Ativo,18895.23,13,4.0,4,Auxílio Creche|Plano de Saúde|Seguro de Vida|Plano Odontológico|Vale Transporte|Stock Options|Home Office
FUNC-0310,Marketing,Coordenador de Marketing,Especialista,SC,Não Informado,Pardo,CLT 40h,Híbrido,2019-09-09,,,Ativo,8741.84,10,,3,Stock Options|Home Office|Gympass|PLR|Vale Refeição|Plano Odontológico
FUNC-0311,Logística,Coordenador de Logística,Especialista,SP,Feminino,Pardo,CLT 40h,Home Office,2024-07-14,,,Ativo,8272.43,95,4.8,11,Vale Transporte|PLR|Home Office|Seguro de Vida|Plano de Saúde|Vale Refeição
FUNC-0312,Operações,Técnico de Operações Pl,Pleno,SP,Masculino,Pardo,CLT 44h,Home Office,2018-08-09,,,Ativo,4182.68,8,3.5,0,Stock Options|Auxílio Creche|PLR|Home Office
FUNC-0313,RH,Coordenador de RH,Especialista,PR,Masculino,Preto,CLT 44h,Presencial,2020-12-16,,,Ativo,12370.4,31,5.0,1,Auxílio Creche|Stock Options|Plano de Saúde|Home Office|Seguro de Vida|Plano Odontológico
FUNC-0314,Jurídico,Advogado Jr,Júnior,MG,Masculino,Branco,CLT 40h,Híbrido,2016-10-02,2023-09-26,Desligamento sem justa causa,Desligado,6104.66,34,3.5,0,Seguro de Vida|Plano de Saúde|Stock Options
FUNC-0315,Operações,Supervisor de Operações,Especialista,RS,Feminino,Branco,CLT 44h,Presencial,2017-11-08,,,Ativo,10674.8,38,4.1,3,Auxílio Creche|Gympass|Vale Transporte|Seguro de Vida|Plano Odontológico|Stock Options
FUNC-0316,Operações,Gerente de Operações,Gestão,SP,Masculino,Pardo,PJ,Presencial,2019-01-13,2024-06-22,Desligamento sem justa causa,Desligado,15923.66,6,3.7,0,Gympass|Plano de Saúde|Vale Transporte|Auxílio Creche|Stock Options|Plano Odontológico|Home Office
FUNC-0317,Jurídico,Advogado Sr,Sênior,RJ,Feminino,Pardo,CLT 44h,Presencial,2016-07-19,2020-08-21,Término de contrato,Desligado,14126.59,16,2.8,0,Auxílio Creche|Gympass|Seguro de Vida|Plano Odontológico|Stock Options
FUNC-0318,RH,Analista de RH Pl,Pleno,SP,Masculino,Branco,PJ,Híbrido,2019-08-19,,,Ativo,5285.62,12,4.6,2,Home Office|Plano Odontológico|Plano de Saúde|Auxílio Creche
FUNC-0319,Tecnologia,Desenvolvedor Backend Pl,Pleno,SP,Feminino,Pardo,CLT 44h,Híbrido,2022-06-07,,,Ativo,10363.73,16,3.7,0,Vale Transporte|Gympass|Auxílio Creche|Home Office
FUNC-0320,Operações,Supervisor de Operações,Especialista,SP,Masculino,Branco,PJ,Home Office,2024-04-19,,,Ativo,8587.1,8,4.7,0,Auxílio Creche|Stock Options|Plano de Saúde|Vale Refeição|Gympass|Vale Transporte
FUNC-0321,Logística,Gerente de Logística,Gestão,SP,Masculino,Branco,CLT 40h,Híbrido,2022-09-11,,,Ativo,18108.49,22,2.7,5,PLR|Vale Transporte|Gympass|Home Office|Stock Options|Plano Odontológico|Plano de Saúde
FUNC-0322,Jurídico,Estagiário Jurídico,Estagiário,SP,Masculino,Branco,Estágio,Híbrido,2021-05-12,,,Ativo,1710.46,18,4.3,5,Seguro de Vida|Auxílio Creche
FUNC-0323,Comercial,Assistente Comercial,Júnior,SP,Masculino,Pardo,CLT 44h,Híbrido,2023-02-17,,,Ativo,,37,3.8,0,Vale Refeição|Plano Odontológico|PLR
FUNC-0324,Tecnologia,Analista de Dados Sr,Sênior,SP,Feminino,Branco,CLT 40h,Híbrido,2023-10-19,,,Ativo,12593.6,18,4.2,6,Plano Odontológico|Vale Refeição|Home Office|Gympass|Vale Transporte
FUNC-0325,Logística,Analista de Logística Pl,Pleno,SP,Masculino,Branco,CLT 40h,Presencial,2019-01-21,2022-10-05,Pedido do colaborador,Desligado,4579.08,20,3.6,3,PLR|Seguro de Vida|Vale Transporte|Stock Options
FUNC-0326,RH,Gerente de RH,Gestão,MG,Masculino,Não Informado,CLT 40h,Home Office,2023-09-27,,,Ativo,23429.28,38,3.5,3,Seguro de Vida|Vale Refeição|Vale Transporte|Gympass|Auxílio Creche|Home Office|Plano Odontológico
FUNC-0327,Tecnologia,Desenvolvedor Frontend Pl,Pleno,RJ,Feminino,Branco,CLT 44h,Presencial,2024-01-08,2024-06-15,Pedido do colaborador,Ativo,9444.21,31,4.0,1,Seguro de Vida|Auxílio Creche|Plano Odontológico|Plano de Saúde
FUNC-0328,Operações,Operador de Produção,Júnior,SP,Masculino,Preto,PJ,Híbrido,2016-01-02,,,Ativo,2192.67,28,3.6,0,Vale Transporte|PLR|Home Office
FUNC-0329,Comercial,Assistente Comercial,Júnior,PE,Feminino,Pardo,CLT 40h,Híbrido,2016-07-16,2017-07-15,Pedido do colaborador,Desligado,3144.85,14,3.8,4,Vale Refeição|Vale Transporte|Stock Options
FUNC-0330,Marketing,Analista de Marketing Pl,Pleno,SP,Feminino,Branco,CLT 44h,Noturno,2017-10-14,,,Ativo,5754.03,19,4.2,2,Home Office|Plano de Saúde|Vale Refeição|Vale Transporte
FUNC-0331,Tecnologia,Desenvolvedor Frontend Sr,Sênior,SC,Feminino,Branco,CLT 40h,Híbrido,2024-09-04,,,Ativo,18948.02,29,4.2,0,Vale Transporte|Gympass|Seguro de Vida|PLR|Home Office
FUNC-0332,Marketing,Coordenador de Marketing,Especialista,MG,Feminino,Pardo,CLT 40h,Híbrido,2024-07-07,,,Ativo,11920.45,29,4.2,5,Plano de Saúde|Seguro de Vida|Stock Options|Gympass|PLR|Home Office
FUNC-0333,Logística,Analista de Logística Pl,Pleno,RS,Masculino,Branco,CLT 40h,Híbrido,2020-07-02,,,Ativo,5618.13,40,3.3,2,Stock Options|Home Office|Plano Odontológico|Seguro de Vida
FUNC-0334,Logística,Analista de Logística Pl,Pleno,RJ,Masculino,Branco,CLT 40h,Híbrido,,,,Ativo,4713.58,27,4.5,3,Seguro de Vida|Gympass|Home Office|Plano de Saúde
FUNC-0335,Tecnologia,Desenvolvedor Backend Sr,Sênior,RS,Feminino,Não Informado,CLT 40h,Home Office,2020-09-09,,,Ativo,17621.69,30,3.6,0,Vale Refeição|PLR|Gympass|Stock Options|Vale Transporte
FUNC-0336,Comercial,Analista Comercial Pl,Pleno,PR,Feminino,Branco,CLT 40h,Híbrido,2016-02-16,2017-11-04,Desligamento sem justa causa,Desligado,5347.86,17,3.1,4,Home Office|Gympass|PLR|Vale Transporte
FUNC-0337,Comercial,Diretor Comercial,Diretoria,SP,Masculino,Branco,PJ,Home Office,2024-11-11,2024-12-31,Desligamento sem justa causa,Desligado,34692.88,9,3.8,4,Vale Transporte|Auxílio Creche|Gympass|Plano Odontológico|Home Office|PLR|Plano de Saúde|Vale Refeição
FUNC-0338,Financeiro,Assistente Financeiro,Júnior,BA,Feminino,Branco,CLT 44h,Presencial,2019-01-02,,,Ativo,2826.84,39,3.4,0,Auxílio Creche|Plano Odontológico|Gympass
FUNC-0339,Tecnologia,Desenvolvedor Frontend Sr,Sênior,SC,Masculino,Pardo,CLT 40h,Presencial,2023-11-04,2024-07-17,Proposta externa,Desligado,17605.43,37,4.0,1,Home Office|Gympass|PLR|Plano de Saúde|Vale Refeição
FUNC-0340,Jurídico,Estagiário Jurídico,Estagiário,CE,Masculino,Preto,Estágio,Home Office,2018-07-13,,,Ativo,1604.28,9,2.8,2,Stock Options|Gympass
FUNC-0341,Comercial,Coordenador Comercial,Especialista,RJ,Não Informado,Branco,PJ,Presencial,2020-03-20,2023-10-28,Desligamento sem justa causa,Desligado,12346.04,52,3.4,1,Gympass|Home Office|Vale Transporte|Plano de Saúde|Plano Odontológico|Stock Options
FUNC-0342,Operações,Operador de Produção,Júnior,GO,Masculino,Branco,CLT 44h,Home Office,2020-06-23,2022-10-15,Término de contrato,Desligado,1985.17,22,3.0,1,Home Office|Vale Transporte|Seguro de Vida
FUNC-0343,Comercial,Analista Comercial Pl,Pleno,SP,Masculino,Preto,CLT 44h,Noturno,2022-07-09,2023-01-01,Pedido do colaborador,Desligado,6030.77,55,3.3,2,Seguro de Vida|Plano de Saúde|Auxílio Creche|Home Office
FUNC-0344,Marketing,Analista de Marketing Pl,Pleno,RJ,Feminino,Branco,CLT 44h,Presencial,2020-02-22,2023-05-15,Desligamento sem justa causa,Desligado,5675.05,16,2.4,12,Home Office|Plano de Saúde|Seguro de Vida|PLR
FUNC-0345,Operações,Operador de Produção,Júnior,SP,Feminino,Pardo,CLT 44h,Presencial,2022-07-16,,,Ativo,2391.77,14,3.0,0,Stock Options|Plano de Saúde|Auxílio Creche
FUNC-0346,Operações,Coordenador de Operações,Especialista,SP,Feminino,Pardo,PJ,Híbrido,2023-01-09,2023-10-31,Desligamento sem justa causa,Desligado,9845.68,12,3.9,3,Auxílio Creche|Plano Odontológico|Home Office|Seguro de Vida|Plano de Saúde|Gympass
FUNC-0347,Tecnologia,Analista de Dados Pl,Pleno,MG,Feminino,Branco,PJ,Híbrido,2016-12-03,,,Ativo,,21,4.9,0,Gympass|Vale Transporte|Plano de Saúde|PLR
FUNC-0348,Logística,Assistente de Logística,Júnior,RS,Masculino,Branco,CLT 44h,Híbrido,2024-06-08,,,Ativo,2624.9,14,3.5,2,Seguro de Vida|Vale Refeição|Plano de Saúde
FUNC-0349,Comercial,Assistente Comercial,Júnior,SP,Feminino,Branco,CLT 40h,Presencial,2017-04-09,2018-06-30,Desligamento sem justa causa,Desligado,2170.87,12,3.8,4,Vale Refeição|Auxílio Creche|Gympass
FUNC-0350,Comercial,Assistente Comercial,Júnior,PE,Feminino,Pardo,CLT 44h,Híbrido,2024-02-23,,,Ativo,2117.04,24,3.2,18,Plano Odontológico|Auxílio Creche|Gympass
FUNC-0351,Comercial,Gerente Comercial,Gestão,MG,Masculino,Branco,PJ,Presencial,2015-01-15,,,Ativo,16133.02,18,3.6,0,Seguro de Vida|PLR|Plano Odontológico|Vale Transporte|Plano de Saúde|Home Office|Gympass
